Date,Open,High,Low,Close,Adj Close,Volume,ticker
1962-01-02,0.0,6.583219051361084,6.5456719398498535,6.5456719398498535,1.5400079488754272,55930,AA
1962-01-03,6.5456719398498535,6.645796775817871,6.533155918121338,6.645796775817871,1.5635654926300049,74906,AA
1962-01-04,6.645796775817871,6.695858955383301,6.645796775817871,6.645796775817871,1.5635654926300049,80899,AA
1962-01-05,6.645796775817871,6.683343887329102,6.6207661628723145,6.633281230926514,1.5606203079223633,70911,AA
1962-01-08,6.608250141143799,6.608250141143799,6.357937812805176,6.4079999923706055,1.5076168775558472,93883,AA
1962-01-09,6.4079999923706055,6.508124828338623,6.382968902587891,6.382968902587891,1.5017282962799072,64919,AA
1962-01-10,6.382968902587891,6.4079999923706055,6.357937812805176,6.39548397064209,1.5046727657318115,34956,AA
1962-01-11,6.370452880859375,6.370452880859375,6.3329057693481445,6.357937812805176,1.4958391189575195,27965,AA
1962-01-12,6.357937812805176,6.370452880859375,6.207749843597412,6.207749843597412,1.4605050086975098,26966,AA
1962-01-15,6.157688140869141,6.157688140869141,6.08259391784668,6.08259391784668,1.4310587644577026,64919,AA
1962-01-16,6.057562828063965,6.057562828063965,6.007500171661377,6.007500171661377,1.4133919477462769,27965,AA
1962-01-17,6.007500171661377,6.032530784606934,6.007500171661377,6.007500171661377,1.4133919477462769,79900,AA
1962-01-18,6.007500171661377,6.007500171661377,6.007500171661377,6.007500171661377,1.4133919477462769,89888,AA
1962-01-19,6.007500171661377,6.070077896118164,6.007500171661377,6.032530784606934,1.4192805290222168,100874,AA
1962-01-22,6.057562828063965,6.145172119140625,6.057562828063965,6.057562828063965,1.4251699447631836,69913,AA
1962-01-23,6.057562828063965,6.12014102935791,6.020016193389893,6.020016193389893,1.416336178779602,34956,AA
1962-01-24,6.020016193389893,6.020016193389893,5.85731315612793,5.982469081878662,1.4075026512145996,45943,AA
1962-01-25,5.982469081878662,5.994984149932861,5.919890880584717,5.919890880584717,1.39277982711792,37953,AA
1962-01-26,5.919890880584717,5.944921970367432,5.919890880584717,5.944921970367432,1.3986692428588867,37953,AA
1962-01-29,5.944921970367432,5.982469081878662,5.919890880584717,5.932405948638916,1.3957240581512451,42946,AA
1962-01-30,5.944921970367432,5.994984149932861,5.944921970367432,5.994984149932861,1.4104470014572144,30961,AA
1962-01-31,5.994984149932861,6.007500171661377,5.9699530601501465,5.982469081878662,1.4075026512145996,55930,AA
1962-02-01,5.9699530601501465,5.9699530601501465,5.882343769073486,5.944921970367432,1.3986692428588867,67915,AA
1962-02-02,5.944921970367432,5.982469081878662,5.907374858856201,5.919890880584717,1.39277982711792,30961,AA
